  1	  4		85.30	<.0001	0.44931647
  2	 12		39.36	<.0001	0.28670375
  3	734		27.20	<.0001	0.20580841
  4	969		27.89	<.0001	0.14657264
  5	1097		21.09	<.0001	0.11218775
  6	961		25.75	<.0001	0.08156773
  7	763		19.32	<.0001	0.06360097
  8	299		17.07	<.0001	0.05086896
  9	959		14.98	<.0001	0.04168677
 10	838		15.57	<.0001	0.03390263
 11	  2		15.12	<.0001	0.02770667
 12	172		13.72	<.0001	0.02302161
 13	585		14.06	<.0001	0.01903885
 14	572		18.55	<.0001	0.01490992
 15	1028		9.62	<.0001	0.01303307
 16	1052		11.70	<.0001	0.01108616
 17	1094		10.00	<.0001	0.00963466
 18	873		14.70	<.0001	0.00788441
 19	546		12.24	<.0001	0.00665070
 20	861		11.23	<.0001	0.00568143
 21	968		10.15	<.0001	0.00492045
 22	778		9.16	<.0001	0.00431619
 23	758		13.47	<.0001	0.00357704
 24	760		8.96	<.0001	0.00314367
 25	265		8.54	<.0001	0.00277754
 26	401		8.84	<.0001	0.00244308
 27	852		9.09	<.0001	0.00214089
 28	 91		8.77	<.0001	0.00188367
 29	958		8.93	<.0001	0.00165308
 30	839		13.07	<.0001	0.00137200
 31	978		10.62	<.0001	0.00117562
 32	994		8.82	<.0001	0.00103212
 33	496		7.76	<.0001	0.00091931
 34	301		10.13	<.0001	0.00079198
 35	768		9.43	<.0001	0.00068858
 36	849		8.05	<.0001	0.00061012
 37	154		7.88	<.0001	0.00054173
 38	261		9.16	<.0001	0.00047218
 39	509		8.99	<.0001	0.00041237
 40	580		9.40	<.0001	0.00035792
 41	836		9.50	<.0001	0.00031008
 42	136		8.90	<.0001	0.00027083
 43	408		8.39	<.0001	0.00023819
 44	931		9.16	<.0001	0.00020710
 45	842		7.32	<.0001	0.00018484
 46	707		7.44	<.0001	0.00016464
 47	744		7.12	<.0001	0.00014728
 48	173		7.13	<.0001	0.00013167
 49	141		7.30	<.0001	0.00011739
 50	263		8.18	<.0001	0.00010327
 51	831		6.89	<.0001	0.00009257
 52	949		6.99	<.0001	0.00008282
 53	563		7.82	<.0001	0.00007316
 54	793		8.24	<.0001	0.00006419
 55	919		7.95	<.0001	0.00005654
 56	305		7.58	<.0001	0.00005007
 57	 31		7.48	<.0001	0.00004438
 58	747		7.36	<.0001	0.00003940
 59	598		11.22	<.0001	0.00003301
 60	857		8.67	<.0001	0.00002871
 61	205		7.90	<.0001	0.00002525
 62	751		7.60	<.0001	0.00002229
 63	859		7.77	<.0001	0.00001963
 64	371		6.96	<.0001	0.00001749
 65	 73		7.51	<.0001	0.00001545
 66	926		9.67	<.0001	0.00001320
 67	550		7.25	<.0001	0.00001169
