  1	785		158.32	<.0001	0.71694565
  2	594		100.34	<.0001	0.57340138
  3	792		58.35	<.0001	0.50051179
  4	811		95.67	<.0001	0.40400182
  5	706		83.73	<.0001	0.33412324
  6	649		42.74	<.0001	0.30187843
  7	129		36.43	<.0001	0.27667678
  8	636		34.86	<.0001	0.25449088
  9	753		28.77	<.0001	0.23739910
 10	133		27.39	<.0001	0.22216829
 11	161		23.36	<.0001	0.20989040
 12	809		23.08	<.0001	0.19841688
 13	114		22.13	<.0001	0.18799145
 14	625		18.55	<.0001	0.17963491
 15	638		33.88	<.0001	0.16556502
 16	717		19.09	<.0001	0.15799515
 17	740		16.57	<.0001	0.15168372
 18	584		15.89	<.0001	0.14586117
 19	728		15.90	<.0001	0.14025685
 20	566		33.70	<.0001	0.12930261
 21	798		23.36	<.0001	0.12212875
 22	416		17.36	<.0001	0.11701683
 23	648		13.95	<.0001	0.11304692
 24	623		13.53	<.0001	0.10932355
 25	759		16.80	<.0001	0.10488590
 26	665		21.67	<.0001	0.09945555
 27	746		23.30	<.0001	0.09393862
 28	672		12.30	<.0001	0.09111304
 29	704		12.25	<.0001	0.08838235
 30	772		11.35	<.0001	0.08592153
 31	797		10.78	<.0001	0.08364479
 32	715		10.76	<.0001	0.08143150
 33	793		16.80	<.0001	0.07811510
 34	593		13.38	<.0001	0.07555886
 35	702		12.54	<.0001	0.07323606
 36	122		11.70	<.0001	0.07113038
 37	130		10.45	<.0001	0.06929781
 38	126		14.03	<.0001	0.06691910
 39	810		8.00	<.0001	0.06559021
 40	729		13.86	<.0001	0.06336430
 41	408		9.89	<.0001	0.06181361
 42	805		7.14	<.0001	0.06071383
 43	806		7.32	<.0001	0.05960670
 44	486		6.70	<.0001	0.05860905
 45	516		8.22	<.0001	0.05740971
 46	678		8.02	<.0001	0.05626311
 47	691		8.77	<.0001	0.05503574
 48	597		7.44	<.0001	0.05401428
 49	610		12.27	<.0001	0.05237880
 50	192		6.87	<.0001	0.05147823
 51	578		6.82	<.0001	0.05059945
 52	500		6.90	<.0001	0.04972520
 53	513		7.62	<.0001	0.04877779
 54	581		10.89	<.0001	0.04746019
 55	591		7.00	<.0001	0.04662754
 56	742		6.21	<.0001	0.04589953
 57	755		6.48	<.0001	0.04515244
 58	730		7.58	<.0001	0.04429477
 59	580		6.62	<.0001	0.04355743
 60	576		7.65	<.0001	0.04272148
 61	589		13.18	<.0001	0.04132822
 62	444		6.32	<.0001	0.04067012
 63	571		6.38	<.0001	0.04001650
 64	177		5.77	<.0001	0.03943374
 65	164		8.54	<.0001	0.03858964
 66	156		9.48	<.0001	0.03767396
 67	494		4.79	<.0001	0.03721677
 68	146		4.75	<.0001	0.03676875
 69	154		5.09	<.0001	0.03629469
 70	135		4.70	<.0001	0.03586171
 71	666		4.61	0.0001	0.03544214
 72	732		4.87	<.0001	0.03500445
 73	747		5.08	<.0001	0.03455332
 74	734		8.98	<.0001	0.03377374
 75	799		5.09	<.0001	0.03333702
 76	529		4.88	<.0001	0.03292373
 77	670		4.75	<.0001	0.03252625
 78	663		8.02	<.0001	0.03186820
 79	650		8.49	<.0001	0.03118567
 80	660		6.76	<.0001	0.03065145
 81	658		4.77	<.0001	0.03027911
 82	667		6.00	<.0001	0.02981777
 83	745		4.41	0.0002	0.02948224
 84		666	1.51	0.1701	0.02959733
 85	234		4.42	0.0002	0.02926355
 86	620		4.25	0.0003	0.02894599
 87	111		4.28	0.0003	0.02862915
 88	227		4.13	0.0004	0.02832689
 89	735		3.99	0.0006	0.02803746
 90	748		14.34	<.0001	0.02703459
 91	671		8.74	<.0001	0.02643642
 92	795		5.09	<.0001	0.02609275
 93	796		6.49	<.0001	0.02566153
 94	791		5.38	<.0001	0.02530845
 95	661		5.73	<.0001	0.02493778
 96	733		5.29	<.0001	0.02459992
 97	731		5.04	<.0001	0.02428210
 98	751		5.01	<.0001	0.02397036
 99		192	1.55	0.1594	0.02406654
100	725		5.32	<.0001	0.02373848
101	577		4.62	0.0001	0.02345720
102	643		4.89	<.0001	0.02316283
103	630		6.83	<.0001	0.02275850
104	523		4.50	0.0002	0.02249497
105	741		4.30	0.0003	0.02224598
106	754		4.81	<.0001	0.02197078
107	103		4.13	0.0004	0.02173711
108	536		4.12	0.0004	0.02150616
109	622		4.09	0.0004	0.02127915
110	780		3.81	0.0009	0.02107005
111	712		3.89	0.0007	0.02085821
112	719		4.51	0.0001	0.02061559
113	788		3.62	0.0014	0.02042244
114	709		3.62	0.0014	0.02023115
115	722		4.06	0.0005	0.02001896
116	386		3.47	0.0020	0.01983875
117	258		3.78	0.0009	0.01964458
118	621		3.43	0.0022	0.01946972
119	634		8.22	<.0001	0.01905960
120	635		4.11	0.0004	0.01885647
121	674		3.56	0.0016	0.01868201
122	666		3.44	0.0022	0.01851485
123	590		3.76	0.0010	0.01833418
124	127		3.41	0.0024	0.01817180
125	323		3.37	0.0026	0.01801237
126	 99		3.50	0.0019	0.01784828
127	328		3.48	0.0020	0.01768660
128	767		3.64	0.0013	0.01751900
129	779		6.58	<.0001	0.01722093
130	703		3.52	0.0018	0.01706273
131	724		6.52	<.0001	0.01677492
132	647		3.54	0.0017	0.01662014
133	787		3.39	0.0025	0.01647310
134	586		3.42	0.0023	0.01632586
135	762		3.34	0.0028	0.01618339
136	783		3.33	0.0029	0.01604242
137	804		3.71	0.0011	0.01588674
138	646		3.32	0.0029	0.01574854
139	633		7.74	<.0001	0.01543313
140	645		3.44	0.0022	0.01529412
141		593	1.46	0.1875	0.01535317
142	632		8.06	<.0001	0.01503316
143	710		3.85	0.0008	0.01488171
144	723		9.30	<.0001	0.01452456
145		594	1.26	0.2739	0.01457286
146	639		3.50	0.0019	0.01443919
147	 81		3.27	0.0033	0.01431531
148	641		3.03	0.0059	0.01420142
149	644		4.55	0.0001	0.01403234
150	631		8.48	<.0001	0.01372400
151	628		6.75	<.0001	0.01348297
152	675		3.80	0.0009	0.01334861
153	629		4.11	0.0004	0.01320479
154	642		5.72	<.0001	0.01300727
155	185		3.36	0.0027	0.01289230
156	168		3.09	0.0051	0.01278721
157	113		3.07	0.0054	0.01268385
158	282		3.04	0.0058	0.01258214
159	274		3.55	0.0017	0.01246448
160	220		3.62	0.0014	0.01234548
161	511		3.00	0.0064	0.01224777
162	496		5.05	<.0001	0.01208518
163	492		5.78	<.0001	0.01190201
164	501		3.92	0.0007	0.01177901
165	495		7.84	<.0001	0.01153792
166	488		3.92	0.0007	0.01141845
167	568		3.63	0.0014	0.01130901
168	582		3.92	0.0007	0.01119198
169	542		4.12	0.0004	0.01107013
170	569		3.32	0.0030	0.01097286
171		719	1.54	0.1605	0.01101808
172	655		3.31	0.0030	0.01092139
173	567		3.22	0.0037	0.01082812
174	800		3.36	0.0027	0.01073161
175	226		3.08	0.0053	0.01064398
176	115		3.06	0.0056	0.01055757
177	123		3.69	0.0012	0.01045433
178	693		2.84	0.0094	0.01037550
179	689		3.75	0.0010	0.01027229
180	679		4.00	0.0005	0.01016324
181	690		3.57	0.0016	0.01006673
182	738		2.94	0.0073	0.00998782
183	739		3.92	0.0007	0.00988383
184	752		6.85	<.0001	0.00970523
185	399		2.93	0.0074	0.00962927
186	758		2.75	0.0114	0.00955851
187	245		2.74	0.0117	0.00948844
188	594		2.44	0.0235	0.00942648
189	222		2.40	0.0256	0.00936587
190	414		2.46	0.0226	0.00930426
191	428		2.62	0.0158	0.00923913
192	411		2.71	0.0126	0.00917204
193	564		2.59	0.0166	0.00910834
194	551		3.39	0.0025	0.00902576
195	664		2.59	0.0168	0.00896315
196	532		2.46	0.0226	0.00890401
197	269		2.49	0.0212	0.00884460
198	254		2.97	0.0068	0.00877413
199	579		2.73	0.0120	0.00870978
